year,field,germans_male,germans_female,germans_total,foreigners_male,foreigners_female,foreigners_total,total_male,total_female,general_total
2014,Interdisc. Studies (special. in Natural Sciences),2090,2204,4294,520,425,945,2610,2629,5239
2014,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",5247,6208,11455,621,1086,1707,5868,7294,13162
2014,Interdisc. Studies (spec. in Humanities),5216,14376,19592,898,2456,3354,6114,16832,22946
2014,"Interdisc. Studies (special. in Art, Art Theory)",243,663,906,42,108,150,285,771,1056
2014,International Business Studies/Management,15689,19681,35370,4544,5303,9847,20233,24984,45217
2014,Iranian Studies,52,92,144,34,48,82,86,140,226
2014,Islamic Studies,647,1240,1887,254,354,608,901,1594,2495
2014,Italian,238,1014,1252,93,378,471,331,1392,1723
2014,Japanese Studies,1350,1760,3110,120,282,402,1470,2042,3512
2014,Jazz and Popular Music,889,263,1152,119,52,171,1008,315,1323
2014,Judaic Studies/Hebrew,231,422,653,33,74,107,264,496,760
2014,Law Enforcement,60,58,118,,,,60,58,118
2014,Cartography,313,167,480,72,68,140,385,235,620
2014,"Catholic Religious Pedagogy, Church Educat. Work",137,239,376,2,11,13,139,250,389
2014,"Catholic Theology, Catholic Religious Education",3343,4348,7691,478,187,665,3821,4535,8356
2014,Caucasian Studies,3,2,5,,1,1,3,3,6
2014,Nucl.Techn./Nucl.Process Techn.(cl.w.SF211 s.2020),15,5,20,6,,6,21,5,26
2014,Church Music,260,124,384,38,71,109,298,195,493
2014,Classical Philology,206,250,456,39,51,90,245,301,546
2014,"Communication Technology, Information Engineering",5479,736,6215,1994,473,2467,7473,1209,8682
2014,Communication Science/Journalism,5225,10713,15938,321,1273,1594,5546,11986,17532
2014,Composition,148,32,180,109,89,198,257,121,378
2014,Ed.of Physically Disabled (cl.w. SF190 since 2016),103,310,413,1,1,2,104,311,415
2014,Arts Education,940,4313,5253,101,343,444,1041,4656,5697
2014,"Art History, Art Theory",2039,8659,10698,253,1150,1403,2292,9809,12101
2014,Plastics Technology,1216,214,1430,146,32,178,1362,246,1608
2014,Land Management Engineering/Landscape Design,2127,2564,4691,117,236,353,2244,2800,5044
2014,Landscape Ecology/Biogeography (ex. SF385 s. 2012),612,855,1467,17,35,52,629,890,1519
2014,Latin,1618,2306,3924,33,86,119,1651,2392,4043
2014,Latin America Studies,177,440,617,33,79,112,210,519,729
2014,Food Chemistry,696,1683,2379,29,112,141,725,1795,2520
2014,Food Technology,1872,2461,4333,108,203,311,1980,2664,4644
2014,Ed. of P.w.Learning Diff. (cl.w. SF190 since 2016),854,3230,4084,5,68,73,859,3298,4157
2014,Area of study: Humanities,456,2779,3235,2,67,69,458,2846,3304
2014,Area of study: Social Studies,188,253,441,5,20,25,193,273,466
2014,Area of study: Natural Sciences/General Studies,239,866,1105,6,34,40,245,900,1145
2014,Area of study: Technology,632,296,928,14,6,20,646,302,948
2014,Aeronautical and Aerospace Engineering,5327,660,5987,762,134,896,6089,794,6883
2014,Painting,189,219,408,80,117,197,269,336,605
2014,Mine Surveying,13,8,21,2,2,4,15,10,25
2014,Mechanical Engineering,91651,9997,101648,14772,2682,17454,106423,12679,119102
2014,Math.Statistics/Prob.Calc. (class.w. SF312 s.2020),1040,900,1940,161,188,349,1201,1088,2289
2014,Mathematics,28809,26568,55377,2595,2295,4890,31404,28863,60267
2014,Mechatronics,13307,997,14304,2471,308,2779,15778,1305,17083
2014,Media Informatics,10644,4357,15001,892,583,1475,11536,4940,16476
2014,Media Technology,3909,2375,6284,214,174,388,4123,2549,6672
2014,Media Economics/Media Management,3144,5293,8437,189,389,578,3333,5682,9015
2014,Media Science,3657,7061,10718,320,920,1240,3977,7981,11958
2014,Medicine (General Medicine),29661,47770,77431,4850,5582,10432,34511,53352,87863
2014,Medical Informatics,1249,813,2062,221,305,526,1470,1118,2588
2014,Metals Technology,603,120,723,9,6,15,612,126,738
2014,Meteorology,898,647,1545,62,83,145,960,730,1690
2014,Microelectronics,153,4,157,130,34,164,283,38,321
2014,Microsystems Technology,1525,266,1791,794,180,974,2319,446,2765
2014,Dairy Farming,48,55,103,7,10,17,55,65,120
2014,Mineralogy,53,40,93,31,19,50,84,59,143
2014,Medieval and Modern History,658,512,1170,58,60,118,716,572,1288
2014,Music Education,3303,4227,7530,213,467,680,3516,4694,8210
2014,Musicology/History of Music,2447,2520,4967,276,534,810,2723,3054,5777
2014,Nature Conservation,350,507,857,119,150,269,469,657,1126
2014,Nautical Science/Maritime Studies,1075,226,1301,36,10,46,1111,236,1347
2014,New Media,775,632,1407,136,162,298,911,794,1705
2014,Modern Greek,8,24,32,16,45,61,24,69,93
2014,Non-medical Healthcare Professions/Therapies,1742,6668,8410,402,780,1182,2144,7448,9592
2014,Low German,5,24,29,,1,1,5,25,30
2014,Dutch,174,335,509,14,34,48,188,369,557
2014,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",395,1194,1589,34,95,129,429,1289,1718
2014,Optoelectronics,587,152,739,122,36,158,709,188,897
2014,Orchestral Music,433,441,874,405,557,962,838,998,1836
2014,"Oriental Studies, Ancient Oriental Studies",634,893,1527,137,211,348,771,1104,1875
2014,Eastern and South Eastern Europe Studies,227,402,629,48,137,185,275,539,814
2014,Oceanography,13,7,20,8,7,15,21,14,35
2014,Early Childhood Education,197,1419,1616,6,69,75,203,1488,1691
2014,Plant Production,376,309,685,19,10,29,395,319,714
2014,Nursing Science/Nursing Management,2654,8078,10732,69,324,393,2723,8402,11125
2014,Pharmacy,3973,9318,13291,698,1279,1977,4671,10597,15268
2014,Philosophy,8940,6359,15299,1214,923,2137,10154,7282,17436
2014,Physics,31519,10860,42379,3592,1601,5193,35111,12461,47572
2014,Engineering Physics/Mechanical Process Engineering,3162,695,3857,618,171,789,3780,866,4646
2014,Political Science,15361,10443,25804,1960,2481,4441,17321,12924,30245
2014,Police/Protection of the Constitution,9526,4526,14052,64,18,82,9590,4544,14134
2014,Polish,37,99,136,8,42,50,45,141,186
2014,Portuguese,20,83,103,14,41,55,34,124,158
2014,Psychology,15254,44900,60154,1003,3517,4520,16257,48417,64674
2014,Spatial Planning,2328,2350,4678,347,547,894,2675,2897,5572
2014,Administration of Justice,468,1489,1957,,,,468,1489,1957
2014,Law,45762,53463,99225,3648,6732,10380,49410,60195,109605
2014,Renewable Energy,571,132,703,132,49,181,703,181,884
2014,Religious Studies,677,1159,1836,97,142,239,774,1301,2075
2014,Restoration Studies,193,817,1010,15,56,71,208,873,1081
2014,Rhythmics,7,33,40,2,10,12,9,43,52
2014,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",731,3102,3833,272,1075,1347,1003,4177,5180
2014,Russian,289,730,1019,61,288,349,350,1018,1368
2014,General Studies (including School Garden),33,182,215,1,,1,34,182,216
2014,Drama Studies,263,241,504,29,25,54,292,266,558
2014,Naval Architecture/Ship Technology,823,146,969,163,27,190,986,173,1159
2014,School Pedagogy,321,593,914,30,35,65,351,628,979
2014,Sinology/Korean Studies,1099,1628,2727,171,481,652,1270,2109,3379
2014,Slavic Studies (Slavic Philology),487,1158,1645,145,693,838,632,1851,2483
2014,Special Needs Education,1040,5600,6640,21,176,197,1061,5776,6837
2014,Other subjects,660,1129,1789,569,699,1268,1229,1828,3057
2014,Other regional studies,173,276,449,45,95,140,218,371,589
2014,Sorabistics,5,22,27,,2,2,5,24,29
2014,Social Work,8974,27826,36800,457,1697,2154,9431,29523,38954
2014,Social Studies,1629,1529,3158,53,96,149,1682,1625,3307
2014,Social Pedagogy,1263,5713,6976,36,174,210,1299,5887,7186
2014,Social Security Administration,502,1126,1628,3,2,5,505,1128,1633
2014,Applied Social Science,5352,18417,23769,198,922,1120,5550,19339,24889
2014,Social Sciences,7846,10321,18167,697,1381,2078,8543,11702,20245
2014,Sociology,6724,10574,17298,552,1344,1896,7276,11918,19194
2014,Spanish,1294,4677,5971,264,745,1009,1558,5422,6980
2014,Sports Management/Sports Economics,2512,1154,3666,137,75,212,2649,1229,3878
2014,Sports Education/Sports Psychology,6008,4244,10252,229,148,377,6237,4392,10629
2014,Sports Science,10551,6122,16673,556,240,796,11107,6362,17469
2014,Speech Therapy/Logopedics (cl.w. SF190 since 2016),80,1029,1109,1,25,26,81,1054,1135
2014,Steel Construction,36,1,37,,1,1,36,2,38
2014,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",11,22,33,5,11,16,16,33,49
2014,Dance Education,33,127,160,51,128,179,84,255,339
2014,Technical Cybernetics,472,104,576,32,12,44,504,116,620
2014,Technomathematics,1257,384,1641,83,51,134,1340,435,1775
2014,Textile Design,265,2619,2884,58,423,481,323,3042,3365
2014,Textile and Clothing Technology/Industry,352,2610,2962,210,309,519,562,2919,3481
2014,Theatre Studies,735,2221,2956,57,276,333,792,2497,3289
2014,Veterinary Medicine,1099,6457,7556,194,404,598,1293,6861,8154
2014,Animal Production,68,211,279,25,16,41,93,227,320
2014,Sound Engineering,387,43,430,35,14,49,422,57,479
2014,Tourism Management,1406,6409,7815,252,727,979,1658,7136,8794
2014,Transport and Conveying Technology,389,23,412,43,1,44,432,24,456
2014,Czech,10,12,22,,7,7,10,19,29
2014,Turkish Studies,91,272,363,76,135,211,167,407,574
2014,Environmental Protection,1269,1203,2472,323,243,566,1592,1446,3038
2014,Environmental Technology (including Recycling),5965,2840,8805,583,500,1083,6548,3340,9888
2014,Prehistory and Early History,430,503,933,31,46,77,461,549,1010
2014,Process Engineering,6769,3445,10214,905,700,1605,7674,4145,11819
2014,Ed.of P.w.Behav.Disorders (cl.w. SF190 since 2016),149,606,755,1,17,18,150,623,773
2014,Transport Engineering,3728,1092,4820,517,187,704,4245,1279,5524
2014,Transport Economics,1282,660,1942,146,124,270,1428,784,2212
2014,Surveying (Geodesy),3402,1408,4810,556,306,862,3958,1714,5672
2014,Supply Technology,3335,403,3738,215,79,294,3550,482,4032
2014,Administrative Science/Public Administration,5214,6804,12018,262,365,627,5476,7169,12645
2014,Folklore,472,1430,1902,29,144,173,501,1574,2075
2014,Economics,13504,6142,19646,1878,2172,4050,15382,8314,23696
2014,Hydraulic Engineering,757,438,1195,83,81,164,840,519,1359
2014,Water Management,863,451,1314,221,191,412,1084,642,1726
2014,Viticulture and Oenology,631,308,939,85,44,129,716,352,1068
2014,Handicrafts (technical)/Technology,147,243,390,4,17,21,151,260,411
2014,Handicrafts Education,23,67,90,,1,1,23,68,91
2014,Materials Technology,5051,1452,6503,1008,509,1517,6059,1961,8020
2014,Western Slavic (general and n.e.c.),29,42,71,7,29,36,36,71,107
2014,Economic/Social Geography,226,209,435,8,15,23,234,224,458
2014,Economic/Social History,100,98,198,6,14,20,106,112,218
2014,Business Informatics,37855,8125,45980,3974,2387,6361,41829,10512,52341
2014,Business Engineering spec. in Engineering Sciences,44328,10582,54910,4473,2332,6805,48801,12914,61715
2014,Business Engineering specialising in Economics,26627,8273,34900,2841,1416,4257,29468,9689,39157
2014,Business Mathematics,4526,2908,7434,508,658,1166,5034,3566,8600
2014,Business and Economics Education,2686,4540,7226,96,253,349,2782,4793,7575
2014,Business Law,8766,9963,18729,603,958,1561,9369,10921,20290
2014,Business and Economics,45597,34976,80573,4375,5800,10175,49972,40776,90748
2014,History of Science/History of Technology,37,20,57,4,9,13,41,29,70
2014,Dentistry,4505,8428,12933,969,1118,2087,5474,9546,15020
2014,Customs and Tax Administration,1836,2389,4225,1,1,2,1837,2390,4227
2015,Waste Management,64,35,99,5,,5,69,35,104
2015,African Studies,394,759,1153,211,231,442,605,990,1595
2015,Agricultural Biology,141,193,334,160,115,275,301,308,609
2015,Agricultural Economics,819,595,1414,237,198,435,1056,793,1849
2015,Agricultural Science/Agriculture,8158,7578,15736,1076,974,2050,9234,8552,17786
2015,Egyptology,200,346,546,51,53,104,251,399,650
2015,General Linguistics/Indo-European Studies,1356,4227,5583,263,981,1244,1619,5208,6827
2015,General Literary Studies,852,3009,3861,138,499,637,990,3508,4498
2015,Ancient History,129,97,226,23,20,43,152,117,269
2015,American Studies,927,2031,2958,218,517,735,1145,2548,3693
2015,Applied Art,1465,2349,3814,226,346,572,1691,2695,4386
2015,Applied Linguistics,900,4059,4959,195,832,1027,1095,4891,5986
2015,Applied Systems Science,1643,379,2022,422,139,561,2065,518,2583
2015,English Studies,11771,29327,41098,1170,3583,4753,12941,32910,45851
2015,Anthropology (Human Biology),139,338,477,68,90,158,207,428,635
2015,Arabic/Arabic Studies,235,383,618,68,57,125,303,440,743
2015,Work Studies/Business Studies,679,991,1670,20,64,84,699,1055,1754
2015,Occupational Guidance and Career Counselling,67,189,256,,3,3,67,192,259
2015,Labour Administration,278,682,960,5,10,15,283,692,975
2015,Archaeology,2280,2771,5051,168,279,447,2448,3050,5498
2015,Archaeometry (Archaeological Engineering),27,13,40,,1,1,27,14,41
2015,Architecture,13606,16044,29650,2918,4194,7112,16524,20238,36762
2015,Archive and Documentation Science,114,194,308,14,30,44,128,224,352
2015,Archive Studies,109,146,255,3,13,16,112,159,271
2015,Asian Languages and Cultures/Asian Studies,561,1083,1644,151,333,484,712,1416,2128
2015,Astrophysics and Astronomy,207,68,275,120,67,187,327,135,462
2015,Ophthalmic Optics,206,532,738,33,24,57,239,556,795
2015,Immigrant Education,13,148,161,16,44,60,29,192,221
2015,Non-Europ. Lang. and Cult. in Oceania and America,82,156,238,35,78,113,117,234,351
2015,Foreign Affairs Administration,53,135,188,,,,53,135,188
2015,Baltic Studies,5,2,7,,1,1,5,3,8
2015,Banking,345,234,579,2,5,7,347,239,586
2015,Civil Engineering/Structural Engineering,33030,13065,46095,6087,2607,8694,39117,15672,54789
2015,Mining/Mine Engineering,1247,196,1443,420,110,530,1667,306,1973
2015,Occupation-specific Foreign Language Training,471,1256,1727,81,267,348,552,1523,2075
2015,"Vocational, Business and Economics Education",687,774,1461,29,58,87,716,832,1548
2015,Business Administration,110577,99995,210572,10527,13616,24143,121104,113611,234715
2015,Librarianship,12,39,51,,,,12,39,51
2015,Fine Arts/Graphics,1299,1633,2932,384,702,1086,1683,2335,4018
2015,Sculpting/Statuary Art,125,134,259,44,100,144,169,234,403
2015,Biochemistry,3130,3962,7092,407,564,971,3537,4526,8063
2015,Bioinformatics,1214,668,1882,201,171,372,1415,839,2254
2015,Biology,16729,28909,45638,2339,3660,5999,19068,32569,51637
2015,Biomedicine,504,992,1496,214,275,489,718,1267,1985
2015,Biotechnology,5118,6065,11183,559,708,1267,5677,6773,12450
2015,Brewing Science/Beverage Technology,641,123,764,47,34,81,688,157,845
2015,Armed Forces Administration,152,175,327,,,,152,175,327
2015,Byzantine Studies,8,17,25,20,7,27,28,24,52
2015,Caritas Science,45,72,117,10,12,22,55,84,139
2015,Chemistry,24595,15102,39697,2986,2856,5842,27581,17958,45539
2015,Chemical Engineering/Chemical Process Technology,5541,2710,8251,873,754,1627,6414,3464,9878
2015,Computer Linguistics,684,505,1189,197,287,484,881,792,1673
2015,Computer and Communication Technology,2501,1382,3883,940,356,1296,3441,1738,5179
2015,Danish,19,53,72,,,,19,53,72
2015,Performing Arts/Stagecraft/Directing,321,727,1048,135,268,403,456,995,1451
2015,German as a Foreign or Second Language,414,2121,2535,364,1298,1662,778,3419,4197
2015,Pastoral Care Studies,80,175,255,12,11,23,92,186,278
2015,Conducting,102,60,162,89,68,157,191,128,319
2015,Printing and Reproduction Technology,998,846,1844,144,125,269,1142,971,2113
2015,Gemstone and Jewellery Design,9,73,82,6,35,41,15,108,123
2015,Electrical Power Engineering,2536,422,2958,499,138,637,3035,560,3595
2015,Electrical Engineering/Electronics,47865,4864,52729,13427,3102,16529,61292,7966,69258
2015,Energy Process Engineering,6183,1370,7553,940,331,1271,7123,1701,8824
2015,Nutritional Science,390,2325,2715,41,231,272,431,2556,2987
2015,Adult Education and Extracurricular Youth Educat.,539,1863,2402,29,128,157,568,1991,2559
2015,Educational Science (Pedagogy),15127,50065,65192,812,3813,4625,15939,53878,69817
2015,Ethics,375,720,1095,29,61,90,404,781,1185
2015,Ethnology,1171,3159,4330,175,367,542,1346,3526,4872
2015,European Ethnology and Cultural Studies,603,1936,2539,166,406,572,769,2342,3111
2015,European Economic Studies,1732,2045,3777,117,242,359,1849,2287,4136
2015,"Protestant Religious Pedagogy, Church Educat. Work",239,546,785,7,6,13,246,552,798
2015,"Protestant Theology, Protes. Religious Education",4769,7041,11810,382,276,658,5151,7317,12468
2015,Facility Management,1857,1219,3076,78,62,140,1935,1281,3216
2015,Automotive Technology,10975,713,11688,2066,272,2338,13041,985,14026
2015,Precision Engineering,606,41,647,93,11,104,699,52,751
2015,Manufacturing Technology/Production Engineering,5663,838,6501,1442,237,1679,7105,1075,8180
2015,Film and Television Studies,1313,996,2309,163,225,388,1476,1221,2697
2015,Financial Administration,737,921,1658,1,2,3,738,923,1661
2015,Finno-Ugrian Studies,44,126,170,7,12,19,51,138,189
2015,"Forest Science, Forestry",3620,1729,5349,433,351,784,4053,2080,6133
2015,French,1094,5225,6319,158,593,751,1252,5818,7070
2015,Horticulture,1042,755,1797,82,77,159,1124,832,1956
2015,Geography,10847,9753,20600,522,549,1071,11369,10302,21671
2015,Geology/Palaeontology,349,196,545,135,81,216,484,277,761
2015,Geoecology,596,676,1272,40,39,79,636,715,1351
2015,Geophysics,1249,1187,2436,116,64,180,1365,1251,2616
2015,Geosciences general,6627,4191,10818,773,576,1349,7400,4767,12167
2015,German Studies/German,15667,51453,67120,1725,6843,8568,17392,58296,75688
2015,Singing,271,549,820,231,348,579,502,897,1399
2015,History,18541,13879,32420,1198,1515,2713,19739,15394,35133
2015,Health Education,499,2402,2901,5,57,62,504,2459,2963
2015,Health Technology,5339,4367,9706,1004,797,1801,6343,5164,11507
2015,Health Science/Health Management,10478,23281,33759,684,1476,2160,11162,24757,35919
2015,Glass Technology/Ceramics,165,63,228,10,8,18,175,71,246
2015,Graphic Design/Communication Design,6516,9664,16180,773,1548,2321,7289,11212,18501
2015,Greek,241,206,447,39,73,112,280,279,559
2015,Primary School Education/Primary Level Education,691,3932,4623,13,96,109,704,4028,4732
2015,Domestic and Nutritional Sciences,1433,6266,7699,132,416,548,1565,6682,8247
2015,Domestic Science,67,158,225,,6,6,67,164,231
2015,Wood and Fibre Technology,958,155,1113,47,24,71,1005,179,1184
2015,Timber Construction,661,125,786,15,3,18,676,128,804
2015,Wood Science,362,91,453,16,11,27,378,102,480
2015,Metallurgy and Foundry,688,232,920,252,118,370,940,350,1290
2015,Indology,80,119,199,23,24,47,103,143,246
2015,Industrial Design/Product Design,1757,1552,3309,230,337,567,1987,1889,3876
2015,Computer Science,72664,13601,86265,12050,4231,16281,84714,17832,102546
2015,Inf./Library Scien. (not at univ. of app.adm.sci.),674,2130,2804,35,132,167,709,2262,2971
